datetime,2017 Flow,2017 Level
2021-03-01 0:00,3295,22.89
2021-03-01 1:00,3279,22.9
2021-03-01 2:00,3287,22.9
2021-03-01 3:00,3287,22.9
2021-03-01 4:00,3294,22.9
2021-03-01 5:00,3276,22.9
2021-03-01 6:00,3281,22.91
2021-03-01 7:00,3288,22.91
2021-03-01 8:00,3292,22.91
2021-03-01 9:00,3288,22.91
2021-03-01 10:00,3294,22.91
2021-03-01 11:00,3291,22.91
2021-03-01 12:00,3308,22.92
2021-03-01 13:00,3310,22.92
2021-03-01 14:00,3417,22.94
2021-03-01 15:00,3425,22.94
2021-03-01 16:00,3496,22.96
2021-03-01 17:00,3494,22.97
2021-03-01 18:00,3495,22.97
2021-03-01 19:00,3593,22.99
2021-03-01 20:00,3634,23
2021-03-01 21:00,3647,23.01
2021-03-01 22:00,3638,23.01
2021-03-01 23:00,3632,23.02
2021-03-02 0:00,3638,23.03
2021-03-02 1:00,3646,23.03
2021-03-02 2:00,3684,23.04
2021-03-02 3:00,3983,23.11
2021-03-02 4:00,3979,23.1
2021-03-02 5:00,3933,23.1
2021-03-02 6:00,3811,23.1
2021-03-02 7:00,3981,23.13
2021-03-02 8:00,3985,23.15
2021-03-02 9:00,4049,23.16
2021-03-02 10:00,4038,23.17
2021-03-02 11:00,4035,23.17
2021-03-02 12:00,4005,23.17
2021-03-02 13:00,3951,23.17
2021-03-02 14:00,3939,23.18
2021-03-02 15:00,3946,23.18
2021-03-02 16:00,3970,23.18
2021-03-02 17:00,4042,23.21
2021-03-02 18:00,4048,23.21
2021-03-02 19:00,4047,23.21
2021-03-02 20:00,4035,23.22
2021-03-02 21:00,4036,23.22
2021-03-02 22:00,4044,23.22
2021-03-02 23:00,4042,23.22
2021-03-03 0:00,4037,23.23
2021-03-03 1:00,4050,23.23
2021-03-03 2:00,4052,23.23
2021-03-03 3:00,4042,23.23
2021-03-03 4:00,4048,23.24
2021-03-03 5:00,4052,23.24
2021-03-03 6:00,4032,23.24
2021-03-03 7:00,4034,23.25
2021-03-03 8:00,4037,23.25
2021-03-03 9:00,4046,23.25
2021-03-03 10:00,3946,23.23
2021-03-03 11:00,3950,23.23
2021-03-03 12:00,4055,23.24
2021-03-03 13:00,4041,23.24
2021-03-03 14:00,3988,23.24
2021-03-03 15:00,3849,23.22
2021-03-03 16:00,3983,23.23
2021-03-03 17:00,4042,23.25
2021-03-03 18:00,4024,23.25
2021-03-03 19:00,4011,23.24
2021-03-03 20:00,3978,23.23
2021-03-03 21:00,3912,23.22
2021-03-03 22:00,3919,23.23
2021-03-03 23:00,3967,23.23
2021-03-04 0:00,3962,23.23
2021-03-04 1:00,3969,23.23
2021-03-04 2:00,3952,23.22
2021-03-04 3:00,3961,23.22
2021-03-04 4:00,3973,23.22
2021-03-04 5:00,3974,23.22
2021-03-04 6:00,3960,23.22
2021-03-04 7:00,3964,23.21
2021-03-04 8:00,3979,23.21
2021-03-04 9:00,3916,23.2
2021-03-04 10:00,3871,23.2
2021-03-04 11:00,3876,23.2
2021-03-04 12:00,3911,23.21
2021-03-04 13:00,3937,23.21
2021-03-04 14:00,3929,23.21
2021-03-04 15:00,3934,23.2
2021-03-04 16:00,3934,23.2
2021-03-04 17:00,3878,23.2
2021-03-04 18:00,3897,23.2
2021-03-04 19:00,3897,23.19
2021-03-04 20:00,3916,23.2
2021-03-04 21:00,3888,23.19
2021-03-04 22:00,3908,23.19
2021-03-04 23:00,3895,23.18
2021-03-05 0:00,3859,23.17
2021-03-05 1:00,3868,23.17
2021-03-05 2:00,3829,23.17
2021-03-05 3:00,3819,23.17
2021-03-05 4:00,3825,23.16
2021-03-05 5:00,3821,23.16
2021-03-05 6:00,3823,23.16
2021-03-05 7:00,3759,23.14
2021-03-05 8:00,3743,23.14
2021-03-05 9:00,3736,23.14
2021-03-05 10:00,3738,23.13
2021-03-05 11:00,3731,23.13
2021-03-05 12:00,3728,23.13
2021-03-05 13:00,3742,23.13
2021-03-05 14:00,3738,23.12
2021-03-05 15:00,3719,23.12
2021-03-05 16:00,3652,23.11
2021-03-05 17:00,3608,23.1
2021-03-05 18:00,3598,23.09
2021-03-05 19:00,3602,23.09
2021-03-05 20:00,3601,23.09
2021-03-05 21:00,3595,23.08
2021-03-05 22:00,3599,23.08
2021-03-05 23:00,3599,23.08
2021-03-06 0:00,3597,23.07
2021-03-06 1:00,3550,23.06
2021-03-06 2:00,3533,23.05
2021-03-06 3:00,3523,23.04
2021-03-06 4:00,3480,23.03
2021-03-06 5:00,3465,23.03
2021-03-06 6:00,3474,23.02
2021-03-06 7:00,3476,23.02
2021-03-06 8:00,3479,23.01
2021-03-06 9:00,3472,23
2021-03-06 10:00,3392,23
2021-03-06 11:00,3395,22.99
2021-03-06 12:00,3399,22.99
2021-03-06 13:00,3404,22.98
2021-03-06 14:00,3403,22.98
2021-03-06 15:00,3407,22.98
2021-03-06 16:00,3402,22.97
2021-03-06 17:00,3403,22.96
2021-03-06 18:00,3402,22.96
2021-03-06 19:00,3402,22.96
2021-03-06 20:00,3415,22.96
2021-03-06 21:00,3398,22.96
2021-03-06 22:00,3391,22.95
2021-03-06 23:00,3390,22.95
2021-03-07 0:00,3384,22.95
2021-03-07 1:00,3388,22.95
2021-03-07 2:00,3404,22.94
2021-03-07 3:00,3396,22.95
2021-03-07 4:00,3398,22.94
2021-03-07 5:00,3408,22.94
2021-03-07 6:00,3379,22.93
2021-03-07 7:00,3353,22.92
2021-03-07 8:00,3357,22.92
2021-03-07 9:00,3454,22.93
2021-03-07 10:00,3422,22.93
2021-03-07 11:00,3421,22.93
2021-03-07 12:00,3414,22.92
2021-03-07 13:00,3403,22.92
2021-03-07 14:00,3384,22.92
2021-03-07 15:00,3380,22.91
2021-03-07 16:00,3383,22.92
2021-03-07 17:00,3506,22.93
2021-03-07 18:00,3507,22.95
2021-03-07 19:00,3483,22.94
2021-03-07 20:00,3472,22.94
2021-03-07 21:00,3471,22.93
2021-03-07 22:00,3395,22.92
2021-03-07 23:00,3396,22.93
2021-03-08 0:00,3400,22.92
2021-03-08 1:00,3396,22.93
2021-03-08 2:00,3412,22.92
2021-03-08 3:00,3449,22.93
2021-03-08 4:00,3447,22.93
2021-03-08 5:00,3455,22.94
2021-03-08 6:00,3480,22.94
2021-03-08 7:00,3483,22.94
2021-03-08 8:00,3508,22.94
2021-03-08 9:00,3509,22.94
2021-03-08 10:00,3544,22.96
2021-03-08 11:00,3716,23.01
2021-03-08 12:00,3726,23
2021-03-08 13:00,3719,23
2021-03-08 14:00,3933,23.03
2021-03-08 15:00,3681,22.98
2021-03-08 16:00,3689,22.98
2021-03-08 17:00,3616,23
2021-03-08 18:00,3604,23
2021-03-08 19:00,3605,23
2021-03-08 20:00,3557,23
2021-03-08 21:00,3563,23
2021-03-08 22:00,3629,23.01
2021-03-08 23:00,3643,23.03
2021-03-09 0:00,3698,23.04
2021-03-09 1:00,3699,23.04
2021-03-09 2:00,3704,23.05
2021-03-09 3:00,3693,23.05
2021-03-09 4:00,3693,23.06
2021-03-09 5:00,3697,23.06
2021-03-09 6:00,3721,23.06
2021-03-09 7:00,3734,23.07
2021-03-09 8:00,3742,23.07
2021-03-09 9:00,3873,23.1
2021-03-09 10:00,3874,23.11
2021-03-09 11:00,3781,23.09
2021-03-09 12:00,3774,23.1
2021-03-09 13:00,3771,23.1
2021-03-09 14:00,3775,23.1
2021-03-09 15:00,3773,23.11
2021-03-09 16:00,3809,23.12
2021-03-09 17:00,3876,23.13
2021-03-09 18:00,3878,23.13
2021-03-09 19:00,3880,23.13
2021-03-09 20:00,3850,23.13
2021-03-09 21:00,3836,23.13
2021-03-09 22:00,3835,23.14
2021-03-09 23:00,3834,23.13
2021-03-10 0:00,3816,23.14
2021-03-10 1:00,3838,23.14
2021-03-10 2:00,3821,23.14
2021-03-10 3:00,3823,23.15
2021-03-10 4:00,3833,23.14
2021-03-10 5:00,3832,23.14
2021-03-10 6:00,3866,23.15
2021-03-10 7:00,3858,23.15
2021-03-10 8:00,3867,23.15
2021-03-10 9:00,3880,23.16
2021-03-10 10:00,3889,23.16
2021-03-10 11:00,3878,23.16
2021-03-10 12:00,3881,23.16
2021-03-10 13:00,3880,23.16
2021-03-10 14:00,3876,23.16
2021-03-10 15:00,3887,23.17
2021-03-10 16:00,3890,23.16
2021-03-10 17:00,3885,23.16
2021-03-10 18:00,3899,23.16
2021-03-10 19:00,3934,23.17
2021-03-10 20:00,3909,23.17
2021-03-10 21:00,3921,23.17
2021-03-10 22:00,3914,23.17
2021-03-10 23:00,3914,23.17
2021-03-11 0:00,3911,23.16
2021-03-11 1:00,3906,23.17
2021-03-11 2:00,3897,23.17
2021-03-11 3:00,3892,23.16
2021-03-11 4:00,3851,23.16
2021-03-11 5:00,3862,23.16
2021-03-11 6:00,3835,23.15
2021-03-11 7:00,3830,23.16
2021-03-11 8:00,3819,23.16
2021-03-11 9:00,3792,23.16
2021-03-11 10:00,3786,23.15
2021-03-11 11:00,3876,23.15
2021-03-11 12:00,3810,23.16
2021-03-11 13:00,3800,23.15
2021-03-11 14:00,3806,23.15
2021-03-11 15:00,3790,23.15
2021-03-11 16:00,3799,23.15
2021-03-11 17:00,3732,23.14
2021-03-11 18:00,3737,23.14
2021-03-11 19:00,3723,23.13
2021-03-11 20:00,3698,23.12
2021-03-11 21:00,3697,23.12
2021-03-11 22:00,3636,23.1
2021-03-11 23:00,3575,23.09
2021-03-12 0:00,3554,23.08
2021-03-12 1:00,3547,23.08
2021-03-12 3:00,3534,23.07
2021-03-12 4:00,3506,23.06
2021-03-12 5:00,3465,23.05
2021-03-12 6:00,3424,23.04
2021-03-12 7:00,3428,23.02
2021-03-12 8:00,3428,23.02
2021-03-12 9:00,3438,23.02
2021-03-12 10:00,3422,23.01
2021-03-12 11:00,3407,23.01
2021-03-12 12:00,3415,23.01
2021-03-12 13:00,3407,23
2021-03-12 14:00,3411,23
2021-03-12 15:00,3407,22.99
2021-03-12 16:00,3410,22.99
2021-03-12 17:00,3402,22.99
2021-03-12 18:00,3415,22.98
2021-03-12 19:00,3398,22.97
2021-03-12 20:00,3352,22.96
2021-03-12 21:00,3361,22.96
2021-03-12 22:00,3363,22.96
2021-03-12 23:00,3351,22.95
2021-03-13 0:00,3332,22.95
2021-03-13 1:00,3335,22.94
2021-03-13 2:00,3341,22.93
2021-03-13 3:00,3316,22.93
2021-03-13 4:00,3287,22.92
2021-03-13 5:00,3299,22.92
2021-03-13 6:00,3300,22.91
2021-03-13 7:00,3292,22.91
2021-03-13 8:00,3304,22.91
2021-03-13 9:00,3291,22.9
2021-03-13 10:00,3305,22.9
2021-03-13 11:00,3304,22.9
2021-03-13 12:00,3307,22.89
2021-03-13 13:00,3312,22.89
2021-03-13 14:00,3307,22.89
2021-03-13 15:00,3295,22.88
2021-03-13 16:00,3239,22.88
2021-03-13 17:00,3234,22.87
2021-03-13 18:00,3231,22.87
2021-03-13 19:00,3239,22.87
2021-03-13 20:00,3253,22.86
2021-03-13 21:00,3242,22.86
2021-03-13 22:00,3239,22.86
2021-03-13 23:00,3241,22.85
2021-03-14 0:00,3253,22.85
2021-03-14 1:00,3243,22.85
2021-03-14 2:00,3252,22.85
2021-03-14 3:00,3247,22.84
2021-03-14 4:00,3243,22.85
2021-03-14 5:00,3243,22.84
2021-03-14 6:00,3245,22.84
2021-03-14 7:00,3240,22.84
2021-03-14 8:00,3254,22.84
2021-03-14 9:00,3248,22.83
2021-03-14 10:00,3249,22.83
2021-03-14 11:00,3242,22.83
2021-03-14 12:00,3251,22.83
2021-03-14 13:00,3232,22.82
2021-03-14 14:00,3248,22.82
2021-03-14 15:00,3247,22.82
2021-03-14 16:00,3239,22.82
2021-03-14 17:00,3216,22.82
2021-03-14 18:00,3220,22.82
2021-03-14 19:00,3211,22.82
2021-03-14 20:00,3217,22.82
2021-03-14 21:00,3218,22.82
2021-03-14 22:00,3228,22.82
2021-03-14 23:00,3222,22.82
2021-03-15 0:00,3203,22.82
2021-03-15 1:00,3162,22.82
2021-03-15 2:00,3177,22.82
2021-03-15 3:00,3165,22.82
2021-03-15 4:00,3166,22.81
2021-03-15 5:00,3163,22.81
2021-03-15 6:00,2987,22.8
2021-03-15 7:00,3043,22.81
2021-03-15 8:00,3051,22.8
2021-03-15 9:00,3039,22.79
2021-03-15 10:00,3042,22.79
2021-03-15 11:00,3040,22.79
2021-03-15 12:00,2758,22.76
2021-03-15 13:00,2777,22.75
2021-03-15 14:00,2776,22.75
2021-03-15 15:00,3102,22.78
2021-03-15 16:00,2879,22.7
2021-03-15 17:00,2882,22.7
2021-03-15 18:00,2883,22.69
2021-03-15 19:00,2885,22.69
2021-03-15 20:00,2883,22.69
2021-03-15 21:00,2874,22.68
2021-03-15 22:00,2882,22.68
2021-03-15 23:00,2882,22.67
2021-03-16 0:00,2886,22.67
2021-03-16 1:00,2889,22.67
2021-03-16 2:00,2886,22.66
2021-03-16 3:00,2900,22.66
2021-03-16 4:00,2884,22.66
2021-03-16 5:00,2888,22.66
2021-03-16 6:00,2883,22.66
2021-03-16 7:00,2906,22.66
2021-03-16 8:00,2878,22.65
2021-03-16 9:00,2874,22.65
2021-03-16 10:00,2857,22.64
2021-03-16 11:00,2853,22.64
2021-03-16 12:00,2845,22.63
2021-03-16 13:00,2849,22.63
2021-03-16 14:00,2849,22.63
2021-03-16 15:00,2832,22.62
2021-03-16 16:00,3146,22.7
2021-03-16 17:00,3159,22.7
2021-03-16 18:00,3333,22.76
2021-03-16 19:00,3088,22.73
2021-03-16 20:00,2928,22.71
2021-03-16 21:00,2902,22.69
2021-03-16 22:00,2888,22.7
2021-03-16 23:00,2931,22.7
2021-03-17 0:00,2926,22.7
2021-03-17 1:00,2916,22.69
2021-03-17 2:00,2907,22.69
2021-03-17 3:00,2872,22.68
2021-03-17 4:00,2858,22.68
2021-03-17 5:00,2834,22.68
2021-03-17 6:00,2822,22.68
2021-03-17 7:00,2831,22.68
2021-03-17 8:00,2850,22.67
2021-03-17 9:00,2879,22.68
2021-03-17 10:00,2916,22.68
2021-03-17 11:00,2909,22.68
2021-03-17 12:00,2876,22.68
2021-03-17 13:00,2871,22.68
2021-03-17 14:00,2851,22.67
2021-03-17 15:00,2831,22.67
2021-03-17 16:00,2821,22.67
2021-03-17 17:00,2834,22.67
2021-03-17 18:00,2832,22.67
2021-03-17 19:00,2780,22.65
2021-03-17 20:00,2767,22.65
2021-03-17 21:00,2804,22.65
2021-03-17 22:00,2795,22.65
2021-03-17 23:00,2808,22.65
2021-03-18 0:00,2799,22.65
2021-03-18 1:00,2778,22.64
2021-03-18 2:00,2781,22.64
2021-03-18 3:00,2802,22.64
2021-03-18 4:00,2780,22.64
2021-03-18 5:00,2775,22.64
2021-03-18 6:00,2761,22.63
2021-03-18 7:00,2818,22.64
2021-03-18 8:00,2852,22.65
2021-03-18 9:00,2860,22.65
2021-03-18 10:00,2837,22.64
2021-03-18 11:00,2818,22.64
2021-03-18 12:00,2825,22.64
2021-03-18 13:00,2736,22.63
2021-03-18 14:00,2735,22.63
2021-03-18 15:00,2778,22.63
2021-03-18 16:00,2808,22.64
2021-03-18 17:00,2802,22.63
2021-03-18 18:00,2799,22.63
2021-03-18 19:00,2797,22.63
2021-03-18 20:00,2790,22.62
2021-03-18 21:00,2795,22.63
2021-03-18 22:00,2795,22.63
2021-03-18 23:00,2819,22.63
2021-03-19 0:00,2819,22.63
2021-03-19 1:00,2815,22.63
2021-03-19 2:00,2818,22.63
2021-03-19 3:00,2822,22.63
2021-03-19 4:00,2814,22.63
2021-03-19 5:00,2821,22.63
2021-03-19 6:00,2809,22.63
2021-03-19 7:00,2741,22.62
2021-03-19 8:00,2756,22.62
2021-03-19 9:00,2774,22.62
2021-03-19 10:00,2788,22.62
2021-03-19 11:00,2803,22.63
2021-03-19 12:00,2803,22.63
2021-03-19 13:00,2734,22.62
2021-03-19 14:00,2734,22.61
2021-03-19 15:00,2744,22.61
2021-03-19 16:00,2734,22.61
2021-03-19 17:00,2752,22.61
2021-03-19 18:00,2742,22.6
2021-03-19 19:00,2769,22.61
2021-03-19 20:00,2768,22.61
2021-03-19 21:00,2749,22.6
2021-03-19 22:00,2742,22.6
2021-03-19 23:00,2730,22.6
2021-03-20 0:00,2749,22.6
2021-03-20 1:00,2743,22.6
2021-03-20 2:00,2740,22.59
2021-03-20 3:00,2740,22.6
2021-03-20 4:00,2761,22.6
2021-03-20 5:00,2811,22.6
2021-03-20 6:00,2788,22.6
2021-03-20 7:00,2750,22.6
2021-03-20 8:00,2748,22.55
2021-03-20 9:00,2903,22.59
2021-03-20 10:00,2921,22.59
2021-03-20 11:00,2799,22.57
2021-03-20 12:00,2798,22.56
2021-03-20 13:00,2717,22.56
2021-03-20 14:00,2739,22.56
2021-03-20 15:00,2743,22.56
2021-03-20 16:00,2756,22.56
2021-03-20 17:00,2695,22.57
2021-03-20 18:00,2609,22.57
2021-03-20 19:00,2587,22.56
2021-03-20 20:00,2585,22.56
2021-03-20 21:00,2577,22.56
2021-03-20 22:00,2588,22.56
2021-03-20 23:00,2589,22.55
2021-03-21 0:00,2589,22.55
2021-03-21 1:00,2585,22.55
2021-03-21 2:00,2586,22.55
2021-03-21 3:00,2580,22.54
2021-03-21 4:00,2579,22.53
2021-03-21 5:00,2580,22.53
2021-03-21 6:00,2622,22.53
2021-03-21 7:00,2639,22.54
2021-03-21 8:00,2454,22.5
2021-03-21 9:00,2703,22.54
2021-03-21 10:00,2622,22.53
2021-03-21 11:00,2594,22.51
2021-03-21 12:00,2779,22.55
2021-03-21 13:00,2788,22.55
2021-03-21 14:00,2565,22.51
2021-03-21 15:00,2563,22.52
2021-03-21 16:00,2559,22.51
2021-03-21 17:00,2558,22.51
2021-03-21 18:00,2551,22.51
2021-03-21 19:00,2564,22.51
2021-03-21 20:00,2566,22.51
2021-03-21 21:00,2586,22.51
2021-03-21 22:00,2597,22.51
2021-03-21 23:00,2594,22.51
2021-03-22 0:00,2589,22.5
2021-03-22 1:00,2671,22.51
2021-03-22 2:00,2682,22.51
2021-03-22 3:00,2672,22.51
2021-03-22 4:00,2654,22.51
2021-03-22 5:00,2658,22.51
2021-03-22 6:00,2600,22.5
2021-03-22 7:00,2554,22.5
2021-03-22 8:00,2551,22.5
2021-03-22 9:00,2381,22.46
2021-03-22 10:00,2385,22.46
2021-03-22 11:00,2394,22.46
2021-03-22 12:00,2403,22.46
2021-03-22 13:00,2229,22.43
2021-03-22 14:00,2225,22.43
2021-03-22 15:00,2277,22.42
2021-03-22 16:00,2255,22.42
2021-03-22 17:00,2457,22.43
2021-03-22 18:00,2512,22.44
2021-03-22 19:00,2520,22.44
2021-03-22 20:00,2510,22.44
2021-03-22 21:00,2505,22.44
2021-03-22 22:00,2480,22.43
2021-03-22 23:00,2475,22.43
2021-03-23 0:00,2472,22.43
2021-03-23 1:00,2469,22.43
2021-03-23 2:00,2461,22.43
2021-03-23 3:00,2452,22.43
2021-03-23 4:00,2455,22.43
2021-03-23 5:00,2434,22.43
2021-03-23 6:00,3140,22.54
2021-03-23 7:00,3122,22.52
2021-03-23 8:00,2202,22.43
2021-03-23 9:00,2406,22.43
2021-03-23 10:00,2439,22.44
2021-03-23 11:00,2459,22.45
2021-03-23 12:00,2381,22.43
2021-03-23 13:00,2459,22.44
2021-03-23 14:00,2468,22.43
2021-03-23 15:00,2490,22.44
2021-03-23 16:00,2498,22.44
2021-03-23 17:00,2499,22.44
2021-03-23 18:00,2509,22.44
2021-03-23 19:00,2509,22.44
2021-03-23 20:00,2485,22.44
2021-03-23 21:00,2478,22.44
2021-03-23 22:00,2469,22.44
2021-03-23 23:00,2470,22.44
2021-03-24 0:00,2468,22.43
2021-03-24 1:00,2463,22.44
2021-03-24 2:00,2469,22.43
2021-03-24 3:00,2460,22.43
2021-03-24 4:00,2444,22.43
2021-03-24 5:00,2442,22.43
2021-03-24 6:00,2443,22.43
2021-03-24 7:00,2351,22.41
2021-03-24 8:00,2357,22.41
2021-03-24 9:00,2362,22.41
2021-03-24 10:00,2357,22.41
2021-03-24 11:00,2360,22.41
2021-03-24 12:00,2360,22.41
2021-03-24 13:00,2359,22.41
2021-03-24 14:00,2367,22.41
2021-03-24 15:00,2368,22.4
2021-03-24 16:00,2323,22.39
2021-03-24 17:00,2329,22.4
2021-03-24 18:00,2320,22.39
2021-03-24 19:00,2319,22.39
2021-03-24 20:00,2316,22.39
2021-03-24 21:00,2321,22.39
2021-03-24 22:00,2312,22.39
2021-03-24 23:00,2318,22.38
2021-03-25 0:00,2311,22.38
2021-03-25 1:00,2318,22.38
2021-03-25 2:00,2319,22.38
2021-03-25 3:00,2308,22.37
2021-03-25 4:00,2308,22.37
2021-03-25 5:00,2305,22.37
2021-03-25 6:00,2302,22.36
2021-03-25 7:00,2292,22.36
2021-03-25 8:00,2289,22.36
2021-03-25 9:00,2294,22.35
2021-03-25 10:00,2296,22.36
2021-03-25 11:00,2309,22.36
2021-03-25 12:00,2309,22.36
2021-03-25 13:00,2313,22.36
2021-03-25 14:00,2286,22.35
2021-03-25 15:00,2289,22.35
2021-03-25 16:00,2232,22.34
2021-03-25 17:00,2230,22.33
2021-03-25 18:00,2225,22.33
2021-03-25 19:00,2232,22.33
2021-03-25 20:00,2218,22.33
2021-03-25 21:00,2220,22.32
2021-03-25 22:00,2226,22.32
2021-03-25 23:00,2217,22.32
2021-03-26 0:00,2214,22.31
2021-03-26 1:00,2214,22.31
2021-03-26 2:00,2212,22.31
2021-03-26 3:00,2210,22.31
2021-03-26 4:00,2207,22.31
2021-03-26 5:00,2194,22.31
2021-03-26 6:00,2195,22.31
2021-03-26 7:00,2195,22.3
2021-03-26 8:00,2193,22.3
2021-03-26 9:00,2214,22.31
2021-03-26 10:00,2216,22.31
2021-03-26 11:00,2202,22.3
2021-03-26 12:00,2129,22.29
2021-03-26 13:00,2136,22.3
2021-03-26 14:00,2146,22.29
2021-03-26 15:00,2134,22.29
2021-03-26 16:00,2127,22.29
2021-03-26 17:00,2133,22.28
2021-03-26 18:00,2134,22.28
2021-03-26 19:00,2138,22.28
2021-03-26 20:00,2179,22.28
2021-03-26 21:00,2193,22.29
2021-03-26 22:00,2182,22.28
2021-03-26 23:00,2211,22.28
2021-03-27 0:00,2198,22.28
2021-03-27 1:00,2201,22.28
